Code,BlockId,Title,ClassKind,DepthInKind,IsResidual,PrimaryLocation,ChapterNo,BrowserLink,iCatLink,isLeaf,noOfNonResidualChildren,Primary tabulation,Grouping1,Grouping2,Grouping3,Grouping4,Grouping5,Version:2023 Jan 05 - 22:30 UTC
1A62.2Z,,- - - - - Symptomatic late syphilis of unspecified site,category,3,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A6,,,,
1A62.Y,,- - - - Other specified late syphilis,category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A6,,,,
1A62.Z,,"- - - - Late syphilis, unspecified",category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A6,,,,
1A63,,"- - - Latent syphilis, unspecified as early or late",category,1,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A6,,,,
1A6Z,,"- - - Syphilis, unspecified",category,1,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A6,,,,
,BlockL2-1A7,- - Gonococcal infection,block,2,False,True,01,browser,iCat,False,4,,BlockL1-1A6,,,,,
1A70,,- - - Gonococcal genitourinary infection,category,1,False,True,01,browser,iCat,False,2,True,BlockL1-1A6,BlockL2-1A7,,,,
1A70.0,,- - - - Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,category,2,False,True,01,browser,iCat,False,1,True,BlockL1-1A6,BlockL2-1A7,,,,
1A70.00,,- - - - - Gonorrhoea of penis,category,3,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A70.0Y,,- - - - - Other specified gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,category,3,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A70.0Z,,"- - - - - Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess, unspecified",category,3,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A70.1,,- - - - Gonococcal infection of lower genitourinary tract with periurethral or accessory gland abscess,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A70.Y,,- - - - Gonococcal infection of other specified genitourinary organ,category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A70.Z,,"- - - - Gonococcal genitourinary infection, unspecified",category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A71,,- - - Gonococcal pelviperitonitis,category,1,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A72,,- - - Gonococcal infection of other sites,category,1,False,True,01,browser,iCat,False,5,True,BlockL1-1A6,BlockL2-1A7,,,,
1A72.0,,- - - - Gonococcal infection of musculoskeletal system,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A72.1,,- - - - Gonococcal infection of rectum,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A72.2,,- - - - Gonococcal infection of anus,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A72.3,,- - - - Gonococcal pharyngitis,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A72.4,,- - - - Gonococcal infection of eye,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A72.Y,,- - - - Gonococcal infection of other specified sites,category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A73,,- - - Disseminated gonococcal infection,category,1,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
1A7Z,,"- - - Gonococcal infection, unspecified",category,1,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A7,,,,
,BlockL2-1A8,- - Sexually transmissible infections due to chlamydia,block,2,False,True,01,browser,iCat,False,2,,BlockL1-1A6,,,,,
1A80,,- - - Chlamydial lymphogranuloma,category,1,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A8,,,,
1A81,,- - - Non-ulcerative sexually transmitted chlamydial infection,category,1,False,True,01,browser,iCat,False,2,True,BlockL1-1A6,BlockL2-1A8,,,,
1A81.0,,- - - - Chlamydial infection of lower genitourinary tract,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A8,,,,
1A81.1,,- - - - Chlamydial infection of internal reproductive organs,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A8,,,,
1A81.Y,,- - - - Non-ulcerative sexually transmitted chlamydial infection of other specified site,category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A8,,,,
1A81.Z,,- - - - Non-ulcerative sexually transmitted chlamydial infection of unspecified site,category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A8,,,,
1A8Y,,- - - Other specified sexually transmissible infections due to chlamydia,category,1,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A8,,,,
1A8Z,,"- - - Sexually transmissible infections due to chlamydia, unspecified",category,1,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,BlockL2-1A8,,,,
1A90,,- - Chancroid,category,1,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
1A91,,- - Granuloma inguinale,category,1,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
1A92,,- - Trichomoniasis,category,1,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
1A93,,- - Sexually transmissible infestations,category,1,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
1A94,,- - Anogenital herpes simplex infection,category,1,False,True,01,browser,iCat,False,2,True,BlockL1-1A6,,,,,
1A94.0,,- - - Herpes simplex infection of genitalia or urogenital tract,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
1A94.1,,- - - Herpes simplex infection of perianal skin or rectum,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
1A94.Z,,- - - Anogenital herpes simplex infection without further specification,category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
1A95,,- - Anogenital warts,category,1,False,True,01,browser,iCat,False,3,True,BlockL1-1A6,,,,,
1A95.0,,- - - Anal warts,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
1A95.1,,- - - Genital warts,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
1A95.2,,- - - Extragenital condylomata acuminata,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
1A9Y,,- - Other specified predominantly sexually transmitted infections,category,1,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
1A9Z,,"- - Predominantly sexually transmitted infections, unspecified",category,1,True,True,01,browser,iCat,True,0,True,BlockL1-1A6,,,,,
,BlockL1-1B1,- Mycobacterial diseases,block,1,False,True,01,browser,iCat,False,3,,,,,,,
,BlockL2-1B1,- - Tuberculosis,block,2,False,True,01,browser,iCat,False,5,,BlockL1-1B1,,,,,
1B10,,- - - Tuberculosis of the respiratory system,category,1,False,True,01,browser,iCat,False,2,True,BlockL1-1B1,BlockL2-1B1,,,,
1B10.0,,"- - - - Respiratory tuberculosis, confirmed",category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B10.1,,"- - - - Respiratory tuberculosis, not confirmed",category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B10.Z,,"- - - - Respiratory tuberculosis, without mention of bacteriological or histological confirmation",category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B11,,- - - Tuberculosis of the nervous system,category,1,False,True,01,browser,iCat,False,5,True,BlockL1-1B1,BlockL2-1B1,,,,
1B11.0,,- - - - Tuberculous meningitis,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B11.1,,- - - - Tuberculous meningoencephalitis,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B11.2,,- - - - Meningeal tuberculoma,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B11.3,,- - - - Tuberculous granuloma of brain,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B11.4,,- - - - Tuberculous granuloma of the meninges,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B11.Y,,- - - - Tuberculosis of other specified part of nervous system,category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B11.Z,,"- - - - Tuberculosis of the nervous system, unspecified",category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12,,- - - Tuberculosis of other systems and organs,category,1,False,True,01,browser,iCat,False,9,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.0,,- - - - Tuberculosis of heart,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.1,,- - - - Tuberculosis of eye,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.2,,- - - - Tuberculosis of ear,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.3,,- - - - Tuberculosis of endocrine glands,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.4,,- - - - Tuberculosis of the musculoskeletal system,category,2,False,True,01,browser,iCat,False,2,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.40,,- - - - - Tuberculosis of bones or joints,category,3,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.41,,- - - - - Tuberculous myositis,category,3,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.4Y,,- - - - - Tuberculosis of other specified part of the musculoskeletal system,category,3,True,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.4Z,,"- - - - - Tuberculosis of the musculoskeletal system, unspecified",category,3,True,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.5,,- - - - Tuberculosis of the genitourinary system,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.6,,- - - - Tuberculous peripheral lymphadenopathy,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.7,,- - - - Tuberculosis of the digestive system,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.8,,- - - - Cutaneous tuberculosis,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B12.Y,,- - - - Tuberculosis of other specified organ or site,category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B13,,- - - Miliary tuberculosis,category,1,False,True,01,browser,iCat,False,3,True,BlockL1-1B1,BlockL2-1B1,,,,
1B13.0,,- - - - Acute miliary tuberculosis of a single specified site,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B13.1,,- - - - Acute miliary tuberculosis of multiple sites,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B13.2,,"- - - - Acute miliary tuberculosis, unspecified site",category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B13.Y,,- - - - Other specified miliary tuberculosis,category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B13.Z,,"- - - - Miliary tuberculosis, unspecified",category,2,True,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B14,,- - - Latent tuberculosis,category,1,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B1Y,,- - - Other specified tuberculosis,category,1,True,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B1Z,,"- - - Tuberculosis, unspecified",category,1,True,True,01,browser,iCat,True,0,True,BlockL1-1B1,BlockL2-1B1,,,,
1B20,,- - Leprosy,category,1,False,True,01,browser,iCat,False,4,True,BlockL1-1B1,,,,,
1B20.0,,- - - Paucibacillary leprosy,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,,,,,
1B20.1,,- - - Multibacillary leprosy,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,,,,,
1B20.2,,- - - Leprosy reactions,category,2,False,True,01,browser,iCat,False,2,True,BlockL1-1B1,,,,,
1B20.20,,- - - - Type I leprosy reaction,category,3,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,,,,,
1B20.21,,- - - - Type II leprosy reaction,category,3,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,,,,,
1B20.3,,- - - Complications of leprosy,category,2,False,True,01,browser,iCat,True,0,True,BlockL1-1B1,,,,,
